SAMPLE_AREA_COD;SAMPLE_AREA_TYPE;LARGE_REGION;STATE_ACRONYM;STATE_NAME
4334;Rural;South;RS;Rio Grande do Sul
4335;Rural;South;RS;Rio Grande do Sul
5001;State_Capital;Midwest;MS;Mato Grosso do Sul
5002;State_Capital;Midwest;MS;Mato Grosso do Sul
5003;State_Capital;Midwest;MS;Mato Grosso do Sul
5004;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5005;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5006;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5007;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5008;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5009;State_non_Capital_MetropolitanArea;Midwest;MS;Mato Grosso do Sul
5010;Rural;Midwest;MS;Mato Grosso do Sul
5011;Rural;Midwest;MS;Mato Grosso do Sul
5012;Rural;Midwest;MS;Mato Grosso do Sul
5013;Rural;Midwest;MS;Mato Grosso do Sul
5101;State_Capital;Midwest;MT;Mato Grosso
5102;State_Capital;Midwest;MT;Mato Grosso
5103;State_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5104;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5105;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5106;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5107;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5108;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5109;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5110;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5111;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5112;State_non_Capital_MetropolitanArea;Midwest;MT;Mato Grosso
5113;Rural;Midwest;MT;Mato Grosso
5114;Rural;Midwest;MT;Mato Grosso
5115;Rural;Midwest;MT;Mato Grosso
5116;Rural;Midwest;MT;Mato Grosso
5117;Rural;Midwest;MT;Mato Grosso
5118;Rural;Midwest;MT;Mato Grosso
5201;State_Capital;Midwest;GO;Goias
5202;State_Capital;Midwest;GO;Goias
5203;State_Capital;Midwest;GO;Goias
5204;State_Capital_MetropolitanArea;Midwest;GO;Goias
5205;State_Capital_MetropolitanArea;Midwest;GO;Goias
5206;State_Capital_MetropolitanArea;Midwest;GO;Goias
5207;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5208;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5209;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5210;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5211;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5212;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5213;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5214;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5215;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5216;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5217;State_non_Capital_MetropolitanArea;Midwest;GO;Goias
5218;Rural;Midwest;GO;Goias
5219;Rural;Midwest;GO;Goias
5220;Rural;Midwest;GO;Goias
5221;Rural;Midwest;GO;Goias
5222;Rural;Midwest;GO;Goias
5223;Rural;Midwest;GO;Goias
5224;Rural;Midwest;GO;Goias
5225;Rural;Midwest;GO;Goias
5301;State_Capital;Midwest;DF;Distrito Federal
5302;State_Capital;Midwest;DF;Distrito Federal
5303;State_Capital;Midwest;DF;Distrito Federal
5304;State_Capital;Midwest;DF;Distrito Federal
5305;State_Capital;Midwest;DF;Distrito Federal
5306;State_Capital;Midwest;DF;Distrito Federal
5307;Rural;Midwest;DF;Distrito Federal
5308;Rural;Midwest;DF;Distrito Federal
